1000
1 3.380810 3.595325
2 7.320902 1.668264
3 3.511276 3.893063
4 8.811243 7.979278
5 2.875698 5.979980
6 7.793329 4.953825
7 9.362774 3.940855
8 6.680655 2.875149
9 6.038758 1.843226
10 7.435987 7.467849
11 3.034455 6.699332
12 4.809076 8.108096
13 7.008881 1.362835
14 6.277993 4.657735
15 7.476913 5.648732
16 3.229469 2.746055
17 9.275155 6.386761
18 8.651113 2.473861
19 5.718772 5.415815
20 4.357250 1.352672
21 6.648793 1.187597
22 1.966002 3.920530
23 8.818384 6.078585
24 2.307413 8.225104
25 4.016938 5.025514
26 6.899289 7.968017
27 6.027497 2.545000
28 7.922147 2.443098
29 5.096103 6.474929
30 2.868557 2.969634
31 3.701346 6.254646
32 1.291421 6.768548
33 9.042512 6.201910
34 6.994873 1.658101
35 1.469131 4.343791
36 6.160710 2.799890
37 4.096316 9.552294
38 2.206885 6.822382
39 2.998749 7.891934
40 7.977905 2.355205
41 4.023255 7.998230
42 2.495010 3.162725
43 6.914945 9.204566
44 8.766747 7.078097
45 3.778253 5.388073
46 4.084506 2.950957
47 9.384747 3.778527
48 5.628407 7.134404
49 3.686239 3.944151
50 2.120090 5.388073
51 7.994110 3.530229
52 6.608692 6.564196
53 3.870540 4.696738
54 3.693930 4.643727
55 5.362804 4.817041
56 5.167242 1.838008
57 5.578143 2.848232
58 2.825434 7.258553
59 1.181005 4.300394
60 7.125065 3.074831
61 9.543229 6.916318
62 5.769036 6.880337
63 4.274301 6.196417
64 6.758934 6.665548
65 7.924619 6.426038
66 6.551836 8.008392
67 5.983276 2.225288
68 1.896512 3.498093
69 4.929105 7.184393
70 6.928953 6.939390
71 8.215217 6.610614
72 2.099216 3.016327
73 5.690481 3.434919
74 2.170080 3.281930
75 2.820490 6.600726
76 4.522324 1.124424
77 8.255867 6.434004
78 7.529923 2.809504
79 6.392804 4.502823
80 2.712546 4.601978
81 1.462813 4.536607
82 6.116764 7.165441
83 2.573565 4.422895
84 6.943785 8.797510
85 4.620655 9.600909
86 5.001617 2.204138
87 3.599445 6.248878
88 6.759484 5.458663
89 8.347880 8.182257
90 7.287667 9.307840
91 6.252724 7.857051
92 7.862819 6.479873
93 6.950377 8.396497
94 6.521348 3.152562
95 4.551988 3.037202
96 2.339549 7.232734
97 9.426497 6.908628
98 4.727226 1.607013
99 8.070192 7.545579
100 7.506302 5.023316
101 9.068056 3.748863
102 2.874050 5.277932
103 6.852596 8.036958
104 8.092441 3.571703
105 4.781884 1.233741
106 1.833613 7.448348
107 3.105594 8.632435
108 1.052461 5.803644
109 4.976898 3.295389
110 4.363842 2.082461
111 7.405225 1.498795
112 4.042207 1.415845
113 3.348399 1.692984
114 3.827418 8.639576
115 1.895688 5.530076
116 8.608813 4.909329
117 3.033082 2.914701
118 6.022278 9.409467
119 8.604419 8.535752
120 7.786462 6.340068
121 9.945066 5.282876
122 2.460402 6.909177
123 2.450789 3.167394
124 1.476547 5.219153
125 2.336253 4.387463
126 3.219855 4.679708
127 5.020295 4.901639
128 5.852809 2.633168
129 4.632465 7.387646
130 2.039613 7.304422
131 7.425001 4.086154
132 7.376385 4.035066
133 6.378796 6.493057
134 4.086703 5.170812
135 2.901242 2.133824
136 8.670064 7.663136
137 3.911741 2.370037
138 6.146153 8.276742
139 5.274087 3.317362
140 3.966949 1.521042
141 7.099246 5.347972
142 4.741233 7.457961
143 6.175542 1.245277
144 2.390637 2.321696
145 2.527970 6.185156
146 5.090060 5.425977
147 2.904538 4.124882
148 4.810450 4.424268
149 5.056826 3.689260
150 2.242866 3.871914
151 6.687796 7.909513
152 7.401380 6.465041
153 8.762077 7.128086
154 2.310709 6.201361
155 9.590472 7.059145
156 7.084139 9.504501
157 4.503922 5.776452
158 5.488327 5.235359
159 3.436842 2.735618
160 5.932188 4.150975
161 2.307413 3.185247
162 7.649678 7.043764
163 3.347850 3.697775
164 7.226692 4.926908
165 6.402966 9.431715
166 8.909024 4.488815
167 8.110294 5.468825
168 8.013062 6.184332
169 4.911801 3.669210
170 3.372295 8.400342
171 4.755791 7.542284
172 3.615101 3.623615
173 2.839992 3.190191
174 7.469497 3.158055
175 2.463149 5.088687
176 5.561113 4.902738
177 3.678274 7.576342
178 2.915525 7.992737
179 9.429518 6.808374
180 3.257210 8.432478
181 5.114780 6.547166
182 2.004181 8.297068
183 4.143834 7.772454
