1000
1 38.6422 46.4745
2 392.368 4.64295
3 43.2908 59.003
4 684.087 508.032
5 23.781 213.845
6 473.335 121.569
7 820.755 61.2028
8 298.165 23.7674
9 220.213 6.26233
10 411.165 416.473
11 27.941 300.673
12 111.221 533.036
13 344.307 2.53122
14 247.436 101.047
15 417.991 180.241
16 33.6816 20.7075
17 797.928 260.521
18 647.464 15.14
19 187.029 158.852
20 82.7251 2.47501
21 293.92 1.67497
22 7.59892 60.2607
23 685.752 224.599
24 12.285 556.448
25 64.8165 126.923
26 328.407 505.884
27 218.983 16.484
28 497.197 14.5822
29 132.347 271.46
30 23.6043 26.1884
31 50.7083 244.686
32 2.15379 310.089
33 739.379 238.548
34 342.247 4.55862
35 3.17089 81.9609
36 233.826 21.9494
37 68.7354 871.612
38 10.7483 317.547
39 26.9662 491.53
40 507.769 13.0643
41 65.1227 511.66
42 15.5316 31.6362
43 330.648 779.848
44 673.776 354.609
45 53.9353 156.423
46 68.1426 25.6974
47 826.547 53.947
48 178.302 363.139
49 50.0899 61.3565
50 9.52935 156.423
51 510.87 43.9955
52 288.633 282.842
53 57.9849 103.607
54 50.4041 100.138
55 154.232 111.774
56 137.967 6.20929
57 173.568 23.1061
58 22.5557 382.428
59 1.64723 79.5288
60 361.715 29.0713
61 869.133 330.845
62 192.004 325.708
63 78.0899 237.915
64 308.77 296.147
65 497.663 265.357
66 281.248 513.613
67 214.199 11.0194
68 6.82129 42.8049
69 119.758 370.826
70 332.662 334.167
71 554.443 288.885
72 9.25063 27.4432
73 184.267 40.5275
74 10.2194 35.3499
75 22.4375 287.591
76 92.4879 1.42164
77 562.714 266.345
78 426.945 22.1763
79 261.261 91.2966
80 19.9587 97.4616
81 3.13016 93.367
82 228.857 367.899
83 17.0453 86.5207
84 334.803 680.894
85 98.6531 884.987
86 125.121 10.7082
87 46.6344 244.009
88 308.845 162.652
89 581.74 547.797
90 387.049 806.393
91 244.46 485.041
92 486.11 272.082
93 335.757 591.963
94 277.34 31.3322
95 94.3199 28.017
96 12.8055 378.362
97 837.627 329.743
98 105.638 4.1501
99 525.596 429.613
100 422.939 126.757
101 745.663 52.6864
102 23.7401 147.025
103 321.785 519.129
104 529.954 45.5644
105 109.345 1.8779
106 6.16486 413.219
107 29.9526 643.28
108 1.16578 195.48
109 123.275 35.7866
110 83.1011 9.03089
111 406.083 3.36687
112 66.0474 2.83823
113 37.5415 4.85242
114 56.0683 644.878
115 6.8124 169.119
116 638.014 118.322
117 27.9031 24.7618
118 218.415 833.096
119 637.037 621.907
120 472.085 254.848
121 983.61 147.439
122 14.8942 329.821
123 14.7203 31.7765
124 3.21915 142.167
125 12.7515 84.4579
126 33.3817 102.484
127 126.528 117.767
128 200.49 18.2573
129 99.4115 403.198
130 8.48483 389.724
131 409.345 68.2251
132 401.357 65.698
133 259.547 273.746
134 68.2526 138.254
135 24.4204 9.71573
136 651.729 450.007
137 59.8563 13.3127
138 232.172 566.994
139 146.704 36.5072
140 62.4266 3.51904
141 357.797 152.956
142 106.58 414.821
143 235.519 1.93107
144 13.6628 12.5146
145 16.1553 236.62
146 131.877 159.747
147 24.5037 70.1834
148 111.316 86.6013
149 129.311 50.2132
150 11.2826 58.0466
151 299.122 494.822
152 405.451 270.218
153 672.7 362.175
154 12.3377 238.485
155 882.104 351.768
156 355.518 858.594
157 91.3634 192.745
158 165.318 143.496
159 40.5956 20.4723
160 208.759 71.5238
161 12.285 32.3169
162 447.641 349.474
163 37.523 50.5617
164 377.414 119.598
165 262.509 839.019
166 707.116 90.4472
167 533.47 163.562
168 514.512 236.526
169 118.501 49.3989
170 38.351 592.776
171 107.564 429.051
172 47.2456 47.5802
173 22.9061 32.4676
174 416.748 31.4963
175 14.9442 131.77
176 171.983 117.846
177 49.7659 434.889
178 24.7828 510.607
179 838.433 315.595
180 34.5571 599.606
181 133.808 280.647
182 8.05028 571.181
183 71.1553 469.542
184 23.0326 23.3543
185 250.272 90.2813
186 64.0747 118.402
187 813.05 434.133
188 323.607 907.12
189 914.631 133.506
190 92.4542 6.67418
191 125.824 235.205
192 125.534 32.0418
193 245.331 973.135
194 5.25263 213.845
195 84.6008 35.7687
196 742.28 376.297
197 2.20086 358.961
198 299.454 724.323
199 818.302 117.926
200 94.0129 151.711
201 278.287 297.137
202 480.275 306.779
203 645.985 114.764
204 41.7252 588.368
205 113.099 61.1389
206 166.188 936.464
207 22.9061 8.49855
208 90.8463 337.032
209 437.543 636.488
210 73.1258 3.28244
211 387.136 173.081
212 99.677 241.508
213 124.915 23.897
214 449.379 167.988
215 14.8643 568.972
216 802.473 176.611
217 21.1392 569.708
