100
1 6.766076 6.915494
2 5.250191 5.543809
3 3.333018 1.769341
4 9.104861 4.491287
5 2.677389 4.011170
6 8.039979 7.244545
7 7.777123 3.605487
8 7.460982 2.331309
9 3.175909 9.008179
10 6.383465 8.783227
11 4.080386 2.980071
12 2.868007 9.040589
13 3.932066 2.282418
14 1.899533 3.308023
15 5.014252 2.469192
16 8.777734 6.149999
17 4.686575 3.977111
18 8.321512 5.386975
19 1.152715 5.696249
20 9.860744 4.534410
21 1.854488 7.840297
22 3.634602 1.730064
23 2.309336 4.561327
24 6.575182 6.511460
25 4.409162 2.175848
26 4.256447 8.089969
27 9.215827 5.906369
28 5.290842 2.288461
29 4.778588 3.547807
30 5.954985 8.790093
31 9.324320 5.857479
32 6.163182 1.827021
33 4.697836 2.182440
34 5.883847 3.479141
35 6.598529 2.014069
36 1.476272 5.370220
37 5.123295 2.229957
38 6.302713 4.931852
39 7.930113 2.502151
40 2.912503 6.318369
41 7.639790 5.213386
42 2.917173 3.915586
43 5.136204 1.023621
44 3.051759 6.618580
45 8.574205 2.932829
46 8.100680 2.600757
47 6.382916 3.811213
48 5.835780 4.437727
49 9.296029 7.156377
50 7.900449 6.687246
51 6.838038 9.436659
52 2.774071 2.816370
53 8.660176 4.310007
54 6.043977 8.612934
55 6.630116 2.802362
56 7.925443 6.199713
57 4.663503 8.078158
58 6.828974 7.723289
59 8.708518 4.920591
60 8.955993 4.979370
61 3.635975 8.539872
62 5.200476 1.647389
63 4.885708 4.333354
64 4.303689 8.552233
65 8.531907 7.308817
66 7.653798 6.621876
67 8.121006 8.671163
68 4.601428 8.402539
69 3.969420 8.876614
70 7.537889 7.524980
71 5.795404 8.356395
72 9.851954 5.439985
73 3.118229 8.253120
74 4.348186 4.042757
75 5.085665 5.878902
76 1.326579 6.220862
77 5.164495 9.938749
78 2.855098 6.726523
79 2.736991 3.867519
80 1.379040 6.463943
81 1.862728 4.671468
82 6.830897 4.294626
83 5.488052 9.423201
84 5.759423 3.765893
85 3.520615 4.670919
86 8.587390 6.741905
87 8.052889 7.844142
88 1.653157 5.111759
89 7.272286 3.097903
90 5.620441 4.712119
91 3.839228 9.669026
92 9.789605 5.374340
93 5.954985 4.183111
94 2.165410 2.982818
95 3.436567 9.263069
96 8.011139 7.219275
97 3.333018 7.984497
98 6.925931 9.291635
99 3.494797 6.872097
100 3.489029 4.848353
